tissue	group	total.mRNA.mol	well	sex	age	diameter	cell_id	level1class	level2class
sscortex	2	19960	23	-1	23	8.15	1772071041_G03	pyramidal SS	S1PyrL23
sscortex	2	13506	72	-1	23	0	1772071041_H09	pyramidal SS	(none)
sscortex	2	15010	63	-1	23	11.1	1772071041_G08	pyramidal SS	(none)
sscortex	2	14043	63	1	26	8.95	1772067070_G08	pyramidal SS	(none)
sscortex	2	20962	14	-1	24	0	1772067064_F02	pyramidal SS	ClauPyr
sscortex	2	36481	6	-1	24	9.64	1772067064_F01	pyramidal SS	ClauPyr
sscortex	2	9333	16	-1	21	11.8	1772063063_H02	pyramidal SS	(none)
sscortex	2	6553	83	-1	23	9.25	1772063065_C11	pyramidal SS	S1PyrL5a
sscortex	2	7693	23	-1	21	11.9	1772063071_G03	pyramidal SS	S1PyrL5a
sscortex	2	9556	1	1	26	8.49	1772063068_A01	pyramidal SS	(none)
sscortex	2	9785	45	-1	21	11.1	1772063071_E06	pyramidal SS	S1PyrL5a
sscortex	2	19672	25	-1	23	11.9	1772071041_A04	pyramidal SS	S1PyrL5
sscortex	2	8952	2	1	26	8.58	1772063068_B01	pyramidal SS	S1PyrL5a
sscortex	2	19570	22	-1	27	0	1772063070_F03	pyramidal SS	S1PyrL4
sscortex	2	19228	87	-1	21	12.4	1772063063_G11	pyramidal SS	ClauPyr
sscortex	2	12637	88	1	20	13	1772063062_H11	pyramidal SS	S1PyrL5a
sscortex	2	8435	44	-1	26	10.3	1772063077_D06	pyramidal SS	(none)
sscortex	2	8368	80	-1	23	10.4	1772071041_H10	pyramidal SS	S1PyrL5a
sscortex	2	14867	12	1	20	7.82	1772063064_D02	pyramidal SS	S1PyrL5a
sscortex	2	14962	35	1	28	9.63	1772067074_C05	pyramidal SS	(none)
sscortex	2	17633	18	1	25	9.57	1772067066_B03	pyramidal SS	S1PyrL4
sscortex	2	6803	86	1	26	10.2	1772063068_F11	pyramidal SS	(none)
sscortex	2	13583	44	1	26	8.33	1772067070_D06	pyramidal SS	(none)
sscortex	2	14343	66	1	28	13	1772067074_B09	pyramidal SS	S1PyrL5a
sscortex	2	13073	92	-1	26	13.3	1772063077_D12	pyramidal SS	S1PyrL5a
sscortex	2	13872	22	1	28	11.9	1772067074_F03	pyramidal SS	S1PyrL4
sscortex	2	12354	35	-1	23	13.4	1772071041_C05	pyramidal SS	S1PyrL5a
sscortex	2	10529	95	1	26	11.2	1772067070_G12	pyramidal SS	S1PyrL5a
sscortex	2	19189	9	-1	23	0	1772071041_A02	pyramidal SS	S1PyrL5a
sscortex	2	21614	2	1	28	12.2	1772067074_B01	pyramidal SS	S1PyrL4
sscortex	2	9460	7	-1	28	11.2	1772062115_G01	pyramidal SS	S1PyrL5a
sscortex	2	14822	90	-1	24	9.96	1772067063_B12	pyramidal SS	S1PyrL4
sscortex	2	30942	32	-1	24	12.1	1772067063_H04	pyramidal SS	S1PyrL5
sscortex	2	15124	71	1	28	7.43	1772067073_G09	pyramidal SS	S1PyrL4
sscortex	2	21039	29	1	26	11.5	1772067069_E04	pyramidal SS	S1PyrL5a
sscortex	2	24014	27	1	28	11	1772067073_C04	pyramidal SS	S1PyrL5a
sscortex	2	9610	8	-1	21	14.1	1772063071_H01	pyramidal SS	(none)
sscortex	2	7641	73	-1	23	12.9	1772063065_A10	pyramidal SS	(none)
sscortex	2	11268	28	1	26	12	1772063068_D04	pyramidal SS	(none)
sscortex	2	17130	38	1	26	12.1	1772067069_F05	pyramidal SS	S1PyrL23
sscortex	2	15039	54	1	26	13.2	1772063068_F07	pyramidal SS	(none)
sscortex	2	8798	9	1	26	8.27	1772063068_A02	pyramidal SS	S1PyrDL
sscortex	2	23216	29	-1	21	11.2	1772063063_E04	pyramidal SS	S1PyrL23
sscortex	2	11034	14	-1	23	10.8	1772063065_F02	pyramidal SS	(none)
sscortex	2	14639	94	1	28	12.5	1772067074_F12	pyramidal SS	S1PyrL23
sscortex	2	10277	1	-1	24	9.72	1772067064_A01	pyramidal SS	(none)
sscortex	2	15301	82	1	20	14.8	1772063064_B11	pyramidal SS	S1PyrL23
sscortex	2	8673	77	1	23	12	1772062128_E10	pyramidal SS	(none)
sscortex	2	7906	22	-1	23	10.3	1772063065_F03	pyramidal SS	(none)
sscortex	2	10685	42	1	24	11	1772060224_B06	pyramidal SS	(none)
sscortex	2	9553	40	-1	23	8.36	1772071041_H05	pyramidal SS	(none)
sscortex	2	14354	45	1	22	10.9	1772062109_E06	pyramidal SS	S1PyrL23
sscortex	2	13510	71	-1	23	13	1772071040_G09	pyramidal SS	S1PyrL23
sscortex	2	7864	77	-1	23	18.3	1772071041_E10	pyramidal SS	(none)
sscortex	2	14732	52	1	23	14.3	1772062128_D07	pyramidal SS	S1PyrL23
sscortex	2	15555	76	1	23	13.8	1772062128_D10	pyramidal SS	S1PyrL23
sscortex	2	9141	90	-1	27	12.8	1772063078_B12	pyramidal SS	(none)
sscortex	2	9098	41	-1	23	11.3	1772071041_A06	pyramidal SS	(none)
sscortex	2	9419	94	-1	23	9.05	1772060240_F12	pyramidal SS	(none)
sscortex	2	7252	28	-1	23	10.9	1772063065_D04	pyramidal SS	(none)
sscortex	2	5942	82	1	22	12.6	1772062116_B11	pyramidal SS	(none)
sscortex	2	7190	25	-1	27	13.1	1772063078_A04	pyramidal SS	(none)
sscortex	2	12771	20	1	26	10.1	1772063068_D03	pyramidal SS	S1PyrDL
sscortex	2	6803	92	1	23	11.3	1772062128_D12	pyramidal SS	(none)
sscortex	2	14846	5	-1	27	8.57	1772063070_E01	pyramidal SS	S1PyrL23
sscortex	2	22850	39	1	22	11.7	1772062116_G05	pyramidal SS	S1PyrL23
sscortex	2	7024	96	1	26	12.8	1772063068_H12	pyramidal SS	(none)
sscortex	2	9336	82	-1	27	12.1	1772063070_B11	pyramidal SS	(none)
sscortex	2	17821	33	-1	23	10.6	1772071041_A05	pyramidal SS	S1PyrL23
sscortex	2	15627	40	-1	23	14	1772060240_H05	pyramidal SS	S1PyrL23
sscortex	2	14294	30	-1	23	10.9	1772063065_F04	pyramidal SS	(none)
sscortex	2	10414	79	-1	23	12.2	1772063065_G10	pyramidal SS	(none)
sscortex	2	10451	76	1	28	10.7	1772067074_D10	pyramidal SS	S1PyrL23
sscortex	2	17839	90	-1	23	12.2	1772071040_B12	pyramidal SS	S1PyrL23
sscortex	2	10535	92	-1	23	12.5	1772063065_D12	pyramidal SS	(none)
sscortex	2	11690	10	-1	23	13.5	1772063065_B02	pyramidal SS	(none)
sscortex	2	17400	78	1	28	12.1	1772067074_F10	pyramidal SS	S1PyrL23
sscortex	2	17385	16	1	24	13.5	1772060224_H02	pyramidal SS	(none)
sscortex	2	9245	45	1	26	11	1772063068_E06	pyramidal SS	(none)
sscortex	2	8964	2	-1	23	12	1772071041_B01	pyramidal SS	(none)
sscortex	2	12857	86	1	22	10.7	1772060226_F11	pyramidal SS	(none)
sscortex	2	28522	59	1	26	0	1772067069_C08	pyramidal SS	S1PyrL23
sscortex	2	11426	59	-1	23	12.8	1772063065_C08	pyramidal SS	(none)
sscortex	2	20017	41	1	22	15.7	1772062116_A06	pyramidal SS	S1PyrL23
sscortex	2	16241	33	-1	31	14	1772063061_A05	pyramidal SS	S1PyrL23
sscortex	2	10034	14	1	26	9.58	1772063068_F02	pyramidal SS	(none)
sscortex	2	15576	44	-1	23	12.3	1772060240_D06	pyramidal SS	S1PyrL23
sscortex	2	20386	84	-1	21	13.7	1772063063_D11	pyramidal SS	S1PyrL23
sscortex	2	20940	83	-1	28	12.3	1772062115_C11	pyramidal SS	S1PyrL23
sscortex	2	13852	75	-1	23	12	1772071041_C10	pyramidal SS	S1PyrL23
sscortex	2	10193	91	-1	28	8.21	1772060225_C12	pyramidal SS	(none)
sscortex	2	10593	87	1	26	11	1772063068_G11	pyramidal SS	(none)
sscortex	2	13994	35	1	26	11.8	1772067069_C05	pyramidal SS	S1PyrL23
sscortex	2	8867	67	-1	23	11.6	1772063065_C09	pyramidal SS	(none)
sscortex	2	8689	13	-1	23	11.8	1772063065_E02	pyramidal SS	(none)
sscortex	2	6229	79	1	26	11.1	1772063068_G10	pyramidal SS	(none)
sscortex	2	15476	26	1	28	11.5	1772067073_B04	pyramidal SS	S1PyrL23
sscortex	2	11572	60	1	28	11.2	1772067074_D08	pyramidal SS	S1PyrL23
sscortex	2	11806	8	-1	23	8.45	1772071040_H01	pyramidal SS	S1PyrL23
sscortex	2	24290	54	1	20	13.3	1772063062_F07	pyramidal SS	S1PyrL23
sscortex	2	11728	5	-1	26	11.1	1772062113_E01	pyramidal SS	(none)
sscortex	2	10649	53	-1	21	10.6	1772063071_E07	pyramidal SS	(none)
sscortex	2	9233	12	-1	23	7.58	1772063065_D02	pyramidal SS	S1PyrL23
sscortex	2	8726	59	-1	21	8.92	1772063071_C08	pyramidal SS	(none)
sscortex	2	8094	38	1	20	10.9	1772063062_F05	pyramidal SS	(none)
sscortex	2	7782	41	1	26	7.68	1772063068_A06	pyramidal SS	(none)
sscortex	2	7945	78	-1	26	11.3	1772066104_F10	pyramidal SS	(none)
sscortex	2	18421	79	1	20	13.9	1772058177_G10	pyramidal SS	S1PyrL23
sscortex	2	7884	8	1	26	14.7	1772063068_H01	pyramidal SS	(none)
sscortex	2	15355	78	1	28	12.4	1772067073_F10	pyramidal SS	S1PyrL23
sscortex	2	13277	27	1	20	9.16	1772063062_C04	pyramidal SS	S1PyrL23
sscortex	2	9924	81	1	22	12.8	1772062109_A11	pyramidal SS	S1PyrL5a
sscortex	2	8994	75	1	26	12.6	1772063068_C10	pyramidal SS	(none)
sscortex	2	6981	31	1	26	8.06	1772063068_G04	pyramidal SS	(none)
sscortex	2	7444	17	-1	23	10.2	1772063065_A03	pyramidal SS	(none)
sscortex	2	12857	65	1	23	12	1772062128_A09	pyramidal SS	(none)
sscortex	2	8689	62	-1	21	12	1772063071_F08	pyramidal SS	(none)
ca1hippocampus	2	27441	87	-1	27	11.7	1772067058_G11	pyramidal CA1	SubPyr
sscortex	2	30883	52	1	21	13.6	1772071015_D07	pyramidal SS	S1PyrL5
sscortex	2	40726	60	1	21	7.32	1772071015_D08	pyramidal SS	S1PyrL5
ca1hippocampus	2	11128	87	-1	26	11.9	1772067054_G11	pyramidal CA1	CA1Pyr1
sscortex	2	18863	89	-1	24	11.4	1772067064_A12	pyramidal SS	(none)
sscortex	2	18667	19	1	25	7.54	1772067066_C03	pyramidal SS	(none)
ca1hippocampus	2	24434	44	-1	27	11.7	1772066095_D06	pyramidal CA1	SubPyr
sscortex	2	18472	70	1	22	10.2	1772062109_F09	pyramidal SS	(none)
ca1hippocampus	2	9763	60	1	31	7.99	1772067082_D08	pyramidal CA1	CA1Pyr1
sscortex	2	8344	19	1	24	11.5	1772060224_C03	pyramidal SS	(none)
sscortex	2	8140	24	-1	23	7.84	1772071040_H03	pyramidal SS	S1PyrL6b
ca1hippocampus	2	26804	29	-1	23	13	1772067059_E04	pyramidal CA1	SubPyr
ca1hippocampus	2	13068	91	-1	27	11.2	1772067058_C12	pyramidal CA1	SubPyr
ca1hippocampus	2	16314	3	-1	26	9.99	1772066073_C01	pyramidal CA1	SubPyr
ca1hippocampus	2	15140	33	0	26	12.2	1772067076_A05	pyramidal CA1	SubPyr
ca1hippocampus	2	22551	33	-1	23	0	1772067059_A05	pyramidal CA1	SubPyr
ca1hippocampus	2	8780	90	1	31	13.2	1772067082_B12	pyramidal CA1	CA1Pyr1
ca1hippocampus	2	13599	92	1	24	11.4	1772066100_D12	pyramidal CA1	SubPyr
ca1hippocampus	2	15025	3	0	26	12.2	1772067076_C01	pyramidal CA1	SubPyr
ca1hippocampus	2	8939	38	1	31	14.9	1772067082_F05	pyramidal CA1	SubPyr
ca1hippocampus	2	12430	75	1	31	14.4	1772067082_C10	pyramidal CA1	SubPyr
ca1hippocampus	2	12219	55	1	31	7.19	1772067082_G07	pyramidal CA1	SubPyr
ca1hippocampus	2	13262	34	-1	26	10.5	1772066098_B05	pyramidal CA1	SubPyr
ca1hippocampus	2	14965	56	-1	26	15.5	1772066097_H07	pyramidal CA1	SubPyr
ca1hippocampus	2	20563	14	1	23	10.9	1772066102_F02	pyramidal CA1	SubPyr
sscortex	2	11321	20	1	20	11.6	1772063062_D03	pyramidal SS	S1PyrL6b
sscortex	2	40673	81	-1	24	10.3	1772067064_A11	pyramidal SS	S1PyrL6
sscortex	2	33127	45	1	28	9.56	1772067073_E06	pyramidal SS	S1PyrL6
sscortex	2	17476	78	-1	23	12.8	1772071040_F10	pyramidal SS	S1PyrL6
sscortex	2	16462	84	-1	23	10.1	1772071040_D11	pyramidal SS	S1PyrL6
sscortex	2	18403	10	1	22	11.4	1772062116_B02	pyramidal SS	S1PyrL6
sscortex	2	17709	60	-1	23	0	1772071041_D08	pyramidal SS	S1PyrL6
sscortex	2	19039	95	-1	24	8.65	1772067064_G12	pyramidal SS	S1PyrL6
sscortex	2	25774	69	1	22	14	1772062109_E09	pyramidal SS	S1PyrL5
sscortex	2	17689	9	1	28	12.4	1772067074_A02	pyramidal SS	S1PyrL6
sscortex	2	19821	27	1	28	12	1772067074_C04	pyramidal SS	S1PyrL6
sscortex	2	32748	46	-1	23	12	1772071040_F06	pyramidal SS	S1PyrL6
sscortex	2	31134	47	1	28	12.2	1772067074_G06	pyramidal SS	S1PyrL6
sscortex	2	17179	66	-1	24	12	1772067063_B09	pyramidal SS	S1PyrL6
sscortex	2	17325	14	-1	23	10.5	1772071041_F02	pyramidal SS	S1PyrL6
sscortex	2	25395	42	1	28	12.8	1772067073_B06	pyramidal SS	S1PyrL6
sscortex	2	27898	31	1	28	9.18	1772067073_G04	pyramidal SS	S1PyrL6
sscortex	2	16246	82	1	26	10.7	1772067070_B11	pyramidal SS	S1PyrL6
sscortex	2	13657	80	1	24	12.2	1772062111_H10	pyramidal SS	S1PyrL6
sscortex	2	14019	1	-1	24	11.8	1772067063_A01	pyramidal SS	S1PyrL6
sscortex	2	22435	81	-1	23	11.2	1772071040_A11	pyramidal SS	S1PyrL6
sscortex	2	25867	29	-1	23	10.6	1772071041_E04	pyramidal SS	S1PyrL6
sscortex	2	12742	82	-1	24	10.6	1772062118_B11	pyramidal SS	S1PyrL6
sscortex	2	12622	31	1	26	12.7	1772067070_G04	pyramidal SS	S1PyrL6
sscortex	2	22692	13	-1	23	14.6	1772071040_E02	pyramidal SS	S1PyrL6
sscortex	2	14217	84	-1	23	9.36	1772071041_D11	pyramidal SS	S1PyrL6
sscortex	2	19816	42	-1	23	12.1	1772071040_B06	pyramidal SS	S1PyrL6
sscortex	2	13294	88	1	26	9.71	1772067070_H11	pyramidal SS	S1PyrL6
sscortex	2	8847	3	-1	21	8.03	1772063071_C01	pyramidal SS	(none)
sscortex	2	12190	2	1	24	12	1772062111_B01	pyramidal SS	(none)
sscortex	2	10381	3	1	26	11.1	1772063068_C01	pyramidal SS	(none)
sscortex	2	8612	74	-1	23	10.6	1772060240_B10	pyramidal SS	(none)
sscortex	2	6728	2	-1	23	8.42	1772060240_B01	pyramidal SS	(none)
ca1hippocampus	2	8903	26	-1	27	11.3	1772066096_B04	pyramidal CA1	CA1Pyr2
sscortex	2	7692	5	-1	28	10.9	1772060225_E01	pyramidal SS	S1PyrDL
sscortex	2	9250	91	-1	26	12	1772063077_C12	pyramidal SS	S1PyrDL
sscortex	2	7413	6	-1	23	10.4	1772063065_F01	pyramidal SS	(none)
sscortex	2	7440	4	-1	28	11.1	1772062115_D01	pyramidal SS	(none)
sscortex	2	7586	1	-1	24	0	1772062118_A01	pyramidal SS	S1PyrL6
sscortex	2	10836	1	-1	23	13.6	1772063065_A01	pyramidal SS	(none)
sscortex	2	8742	76	1	26	10.5	1772067070_D10	pyramidal SS	(none)
sscortex	2	11934	1	-1	23	9.65	1772071040_A01	pyramidal SS	(none)
sscortex	2	6126	74	1	26	11.3	1772063068_B10	pyramidal SS	(none)
sscortex	2	11593	15	1	25	14.9	1772067066_G02	pyramidal SS	S1PyrL5
sscortex	2	11202	31	-1	26	9.79	1772063077_G04	pyramidal SS	S1PyrL6
sscortex	2	11330	5	-1	21	8.27	1772063071_E01	pyramidal SS	(none)
sscortex	2	7316	36	1	26	11.3	1772067070_D05	pyramidal SS	(none)
sscortex	2	15139	88	1	24	11.9	1772062111_H11	pyramidal SS	(none)
sscortex	2	19982	90	-1	23	13.8	1772071041_B12	pyramidal SS	(none)
sscortex	2	9880	37	-1	26	11.4	1772063077_E05	pyramidal SS	(none)
sscortex	2	12858	14	1	28	8.43	1772067073_F02	pyramidal SS	S1PyrL5
sscortex	2	11679	65	1	24	9.74	1772062111_A09	pyramidal SS	(none)
sscortex	2	10715	73	-1	31	10.6	1772063061_A10	pyramidal SS	S1PyrDL
sscortex	2	14087	91	1	23	11.6	1772062128_C12	pyramidal SS	S1PyrL6b
sscortex	2	16555	17	-1	31	9.46	1772063061_A03	pyramidal SS	S1PyrDL
sscortex	2	22492	45	1	27	13	1772063074_E06	pyramidal SS	S1PyrDL
sscortex	2	14647	8	1	20	11.5	1772063064_H01	pyramidal SS	S1PyrDL
sscortex	2	35315	59	1	21	0	1772071014_C08	pyramidal SS	S1PyrL6b
sscortex	2	49036	40	-1	24	13.4	1772067064_H05	pyramidal SS	S1PyrL6b
sscortex	2	18294	89	1	26	13.4	1772063068_A12	pyramidal SS	S1PyrDL
sscortex	2	31459	48	1	22	14.6	1772062109_H06	pyramidal SS	S1PyrDL
sscortex	2	29772	20	1	22	14	1772062109_D03	pyramidal SS	S1PyrDL
sscortex	2	45800	55	1	25	13.9	1772067065_G07	pyramidal SS	S1PyrL6b
sscortex	2	19268	4	1	23	12.4	1772062128_D01	pyramidal SS	S1PyrL6b
sscortex	2	41548	16	1	21	0	1772071014_H02	pyramidal SS	S1PyrL6b
sscortex	2	17296	32	-1	31	10.5	1772063061_H04	pyramidal SS	S1PyrDL
sscortex	2	22272	67	-1	28	13.8	1772062115_C09	pyramidal SS	S1PyrDL
sscortex	2	20997	13	-1	27	8.3	1772063078_E02	pyramidal SS	S1PyrDL
sscortex	2	32285	96	-1	31	9.57	1772063061_H12	pyramidal SS	S1PyrDL
sscortex	2	33238	37	-1	31	12.2	1772063061_E05	pyramidal SS	S1PyrDL
sscortex	2	35391	23	1	20	12.9	1772058177_G03	pyramidal SS	S1PyrDL
sscortex	2	17237	53	1	26	13.2	1772063068_E07	pyramidal SS	S1PyrDL
sscortex	2	15859	83	-1	31	13.7	1772063061_C11	pyramidal SS	S1PyrL5a
sscortex	2	23438	84	-1	31	12.4	1772063061_D11	pyramidal SS	S1PyrDL
sscortex	2	20030	45	-1	31	16.2	1772063061_E06	pyramidal SS	S1PyrDL
sscortex	2	20620	17	-1	21	13.1	1772063071_A03	pyramidal SS	S1PyrDL
sscortex	2	17536	51	-1	26	11.7	1772058171_C07	pyramidal SS	S1PyrL6
sscortex	2	18389	95	-1	31	11.5	1772063061_G12	pyramidal SS	S1PyrDL
sscortex	2	14106	48	1	23	11.7	1772062128_H06	pyramidal SS	S1PyrDL
sscortex	2	29319	59	-1	28	0	1772062115_C08	pyramidal SS	S1PyrDL
sscortex	2	33682	11	-1	31	0	1772063061_C02	pyramidal SS	S1PyrDL
sscortex	2	22788	43	-1	31	10	1772063061_C06	pyramidal SS	S1PyrDL
sscortex	2	27208	8	-1	31	17.5	1772063061_H01	pyramidal SS	S1PyrDL
sscortex	2	16549	42	-1	31	12.3	1772063061_B06	pyramidal SS	S1PyrL6b
sscortex	2	20296	93	-1	21	11.1	1772063071_E12	pyramidal SS	S1PyrL6b
sscortex	2	18897	75	1	20	13.1	1772058177_C10	pyramidal SS	S1PyrDL
sscortex	2	16737	40	1	20	12.8	1772058177_H05	pyramidal SS	S1PyrL6
sscortex	2	24065	46	-1	31	9.76	1772063061_F06	pyramidal SS	S1PyrDL
sscortex	2	11575	56	1	20	11.3	1772058177_H07	pyramidal SS	(none)
sscortex	2	20513	5	-1	26	9.04	1772058171_E01	pyramidal SS	S1PyrL6b
sscortex	2	18638	9	-1	31	11.6	1772063061_A02	pyramidal SS	S1PyrDL
sscortex	2	19046	2	-1	31	7.43	1772063061_B01	pyramidal SS	S1PyrDL
sscortex	2	13406	70	1	26	13.7	1772063068_F09	pyramidal SS	S1PyrL6b
sscortex	2	17458	11	1	20	12.3	1772063064_C02	pyramidal SS	S1PyrL5
sscortex	2	13055	7	-1	31	9.09	1772063061_G01	pyramidal SS	S1PyrDL
sscortex	2	14997	26	1	26	11.5	1772063068_B04	pyramidal SS	S1PyrL6
sscortex	2	16013	43	-1	26	11.7	1772063077_C06	pyramidal SS	S1PyrDL
sscortex	2	17337	64	-1	31	12.3	1772063061_H08	pyramidal SS	S1PyrDL
sscortex	2	12980	45	1	23	12.1	1772062128_E06	pyramidal SS	(none)
sscortex	2	15452	85	-1	21	12.3	1772063063_E11	pyramidal SS	S1PyrL6
sscortex	2	25343	6	-1	27	7.51	1772063070_F01	pyramidal SS	ClauPyr
sscortex	2	16091	22	-1	27	7.92	1772063078_F03	pyramidal SS	S1PyrL6b
sscortex	2	18718	44	-1	28	10.6	1772062115_D06	pyramidal SS	S1PyrDL
sscortex	2	22395	92	1	20	13.7	1772063062_D12	pyramidal SS	S1PyrL6b
sscortex	2	26010	44	-1	26	12.7	1772062113_D06	pyramidal SS	S1PyrDL
sscortex	2	21523	44	1	20	15.1	1772063062_D06	pyramidal SS	S1PyrDL
sscortex	2	23891	78	1	27	0	1772062114_F10	pyramidal SS	S1PyrDL
sscortex	2	12148	27	-1	27	9.77	1772063078_C04	pyramidal SS	S1PyrDL
sscortex	2	14290	91	1	26	13.9	1772063068_C12	pyramidal SS	S1PyrL5a
sscortex	2	29808	87	1	22	10.6	1772062109_G11	pyramidal SS	S1PyrDL
sscortex	2	20037	69	-1	28	12.5	1772062115_E09	pyramidal SS	S1PyrL5a
sscortex	2	12575	17	1	20	12.9	1772063062_A03	pyramidal SS	S1PyrL6b
sscortex	2	17808	55	1	27	11.2	1772062114_G07	pyramidal SS	S1PyrDL
sscortex	2	23512	23	-1	26	11.1	1772062113_G03	pyramidal SS	S1PyrDL
sscortex	2	25601	48	-1	24	10.7	1772067063_H06	pyramidal SS	S1PyrL5a
sscortex	2	26105	9	1	27	13	1772062114_A02	pyramidal SS	S1PyrDL
sscortex	2	20155	52	1	22	11.7	1772062109_D07	pyramidal SS	S1PyrDL
sscortex	2	26525	21	-1	26	13.1	1772062113_E03	pyramidal SS	S1PyrDL
sscortex	2	23936	96	1	28	12.9	1772067073_H12	pyramidal SS	S1PyrL6b
sscortex	2	15906	24	1	24	11.4	1772062111_H03	pyramidal SS	(none)
sscortex	2	20990	84	1	28	9.16	1772067073_D11	pyramidal SS	S1PyrL6
sscortex	2	11494	68	-1	21	11.1	1772063071_D09	pyramidal SS	(none)
sscortex	2	15324	69	-1	21	0	1772063071_E09	pyramidal SS	S1PyrDL
sscortex	2	16375	20	-1	26	11.2	1772062113_D03	pyramidal SS	S1PyrL6
sscortex	2	22971	84	-1	27	9.03	1772063070_D11	pyramidal SS	S1PyrL6
sscortex	2	20983	44	1	28	11.4	1772067074_D06	pyramidal SS	S1PyrL6b
sscortex	2	19677	49	-1	21	12.7	1772063063_A07	pyramidal SS	S1PyrDL
sscortex	2	12842	75	1	24	14.4	1772062111_C10	pyramidal SS	S1PyrL6b
sscortex	2	24557	61	-1	23	6.81	1772071041_E08	pyramidal SS	S1PyrL6b
sscortex	2	15513	68	-1	23	19.5	1772063065_D09	pyramidal SS	S1PyrDL
sscortex	2	16552	53	1	24	8.76	1772062111_E07	pyramidal SS	S1PyrL6
sscortex	2	15544	86	1	26	6.29	1772067070_F11	pyramidal SS	S1PyrDL
sscortex	2	20222	32	-1	21	12	1772063063_H04	pyramidal SS	S1PyrDL
sscortex	2	20333	92	1	28	10.1	1772067073_D12	pyramidal SS	S1PyrL6b
sscortex	2	23290	95	-1	23	11.3	1772071040_G12	pyramidal SS	S1PyrDL
sscortex	2	13949	77	-1	28	12.3	1772062115_E10	pyramidal SS	S1PyrDL
sscortex	2	13771	93	1	26	12.3	1772063068_E12	pyramidal SS	S1PyrL5a
sscortex	2	7679	29	-1	28	11	1772060225_E04	pyramidal SS	S1PyrDL
sscortex	2	12261	7	1	26	12.4	1772063068_G01	pyramidal SS	S1PyrDL
sscortex	2	8857	74	-1	23	12.5	1772063065_B10	pyramidal SS	(none)
sscortex	2	6479	40	-1	23	7.36	1772063065_H05	pyramidal SS	S1PyrDL
sscortex	2	15106	86	1	24	11.7	1772060224_F11	pyramidal SS	S1PyrDL
sscortex	2	11659	25	-1	26	12.6	1772062113_A04	pyramidal SS	S1PyrDL
sscortex	2	12801	64	-1	23	13	1772071040_H08	pyramidal SS	S1PyrDL
sscortex	2	8859	43	1	27	0	1772063074_C06	pyramidal SS	(none)
sscortex	2	8385	57	-1	23	10.8	1772063065_A08	pyramidal SS	S1PyrL6b
sscortex	2	7960	18	-1	21	8.31	1772063071_B03	pyramidal SS	(none)
ca1hippocampus	2	15964	33	-1	27	12.6	1772067058_A05	pyramidal CA1	SubPyr
sscortex	2	11129	37	-1	21	10.6	1772063071_E05	pyramidal SS	S1PyrL4
sscortex	2	8077	34	-1	26	11.3	1772062113_B05	pyramidal SS	(none)
sscortex	2	7498	29	-1	27	11.8	1772063078_E04	pyramidal SS	(none)
sscortex	2	8893	11	1	26	8.07	1772063068_C02	pyramidal SS	(none)
sscortex	2	11181	61	1	26	11.7	1772063068_E08	pyramidal SS	S1PyrDL
sscortex	2	10231	35	1	26	11.1	1772063068_C05	pyramidal SS	S1PyrDL
sscortex	2	20872	68	-1	27	10.2	1772063070_D09	pyramidal SS	S1PyrL5a
sscortex	2	18715	26	-1	26	11.6	1772063077_B04	pyramidal SS	S1PyrL6
sscortex	2	12284	42	1	27	11.1	1772062114_B06	pyramidal SS	S1PyrL5a
sscortex	2	10614	34	-1	23	11.5	1772063065_B05	pyramidal SS	S1PyrL5a
sscortex	2	11424	76	-1	27	0	1772063078_D10	pyramidal SS	S1PyrDL
sscortex	2	11768	45	-1	27	9.73	1772063078_E06	pyramidal SS	S1PyrL5a
sscortex	2	12113	71	-1	27	14.1	1772063078_G09	pyramidal SS	S1PyrDL
sscortex	2	20206	70	-1	27	0	1772063070_F09	pyramidal SS	S1PyrL4
sscortex	2	11901	50	1	26	9.22	1772063068_B07	pyramidal SS	(none)
sscortex	2	8243	49	1	26	12.2	1772063068_A07	pyramidal SS	(none)
sscortex	2	14207	71	1	27	12.9	1772062114_G09	pyramidal SS	S1PyrDL
sscortex	2	16150	35	1	24	10.6	1772060224_C05	pyramidal SS	S1PyrDL
sscortex	2	10216	75	-1	27	11.9	1772063078_C10	pyramidal SS	S1PyrDL
sscortex	2	11415	94	1	23	12.2	1772062128_F12	pyramidal SS	(none)
sscortex	2	12209	70	-1	23	11	1772060240_F09	pyramidal SS	(none)
sscortex	2	14385	81	1	23	14.9	1772062128_A11	pyramidal SS	S1PyrDL
sscortex	2	16888	53	-1	23	11.1	1772060240_E07	pyramidal SS	S1PyrL6
sscortex	2	10589	69	-1	23	10.2	1772060240_E09	pyramidal SS	S1PyrL4
sscortex	2	11210	28	-1	23	10.3	1772060240_D04	pyramidal SS	S1PyrDL
sscortex	2	17808	12	1	26	12.8	1772063068_D02	pyramidal SS	S1PyrL5a
sscortex	2	14023	9	-1	21	12.6	1772063063_A02	pyramidal SS	S1PyrL5a
sscortex	2	12812	21	1	26	13.9	1772063068_E03	pyramidal SS	S1PyrDL
sscortex	2	15591	9	-1	23	12.4	1772060240_A02	pyramidal SS	S1PyrDL
sscortex	2	15881	43	-1	23	12.5	1772060240_C06	pyramidal SS	S1PyrDL
sscortex	2	13961	66	-1	23	12.5	1772060240_B09	pyramidal SS	S1PyrDL
